suite,run_name,model_id,model,source_kind,total_questions,evaluated_questions,missing_questions,correct,overall_accuracy,evaluated_accuracy,Motion_Perception,Spatial_Relations,Outcome_Prediction,Physical_Dynamics,Vehicle_Movement,Relative_Velocity,Rotation_Direction,Ego_Motion,Passage_Feasibility,Interaction_Direction,Basketball_Shot,Soccer_Shot,Golf_Shot,Billiards_Shot,Swimming_Race,Fall_Direction,Jenga_Stability,Mikado_Dependency,Knot_Type,result_dir,warnings
main,main_mimo-v2.5_api-mify_mimo_provider-xiaomi_media-video_frames-per_video-16_thinking-off_prompt-direct_run2,mimo-v2.5,MiMo-V2.5,api_success_error_unparsed,670,670,0,353,52.7,52.7,49.4,63.6,48.9,54.8,60.7,35.7,48.6,61.5,53.6,78.6,46.8,58.2,37.0,48.6,47.2,39.1,55.9,46.3,73.3,results/results_api_0608/main_mimo-v2.5_api-mify_mimo_provider-xiaomi_media-video_frames-per_video-16_thinking-off_prompt-direct_run2,{}
main,main_ppio_pa_claude-opus-4-6_api-mify_claude_provider-anthropic_media-image_frames-per_video-16_order-chronological_thinking-off_tokens-16000_prompt-direct_run1,ppio_pa_claude-opus-4-6,Claude-Opus-4.6,api_success_error_unparsed,670,670,0,371,55.4,55.4,52.4,64.5,51.5,59.1,62.5,47.6,47.2,61.5,71.4,64.3,50.0,62.0,48.1,40.5,50.0,43.5,62.7,46.3,80.0,results/results_api_0608/main_ppio_pa_claude-opus-4-6_api-mify_claude_provider-anthropic_media-image_frames-per_video-16_order-chronological_thinking-off_tokens-16000_prompt-direct_run1,{}
main,main_ppio_pa_claude-opus-4-6_api-mify_claude_provider-anthropic_media-image_frames-per_video-16_order-chronological_thinking-on_tokens-16000_prompt-direct_run1,ppio_pa_claude-opus-4-6,Claude-Opus-4.6-thinking,api_success_error_unparsed,670,670,0,356,53.1,53.1,50.0,65.3,48.1,56.5,60.7,40.5,47.2,66.2,64.3,64.3,45.2,54.4,48.1,45.9,50.0,34.8,62.7,43.9,66.7,results/results_api_0608/main_ppio_pa_claude-opus-4-6_api-mify_claude_provider-anthropic_media-image_frames-per_video-16_order-chronological_thinking-on_tokens-16000_prompt-direct_run1,{}
main,main_ppio_pa_claude-sonnet-4-6_api-mify_claude_provider-anthropic_media-image_frames-per_video-16_order-chronological_thinking-on_tokens-16000_prompt-direct_run1,ppio_pa_claude-sonnet-4-6,Claude-Sonnet-4.6-thinking,api_success_error_unparsed,670,670,0,357,53.3,53.3,51.8,57.0,52.7,53.0,66.1,40.5,47.2,60.0,60.7,46.4,53.2,62.0,55.6,48.6,50.0,26.1,50.8,48.8,73.3,results/results_api_0608/main_ppio_pa_claude-sonnet-4-6_api-mify_claude_provider-anthropic_media-image_frames-per_video-16_order-chronological_thinking-on_tokens-16000_prompt-direct_run1,{}
main,main_ppio_pa_claude-sonnet-4-6_api-mify_claude_provider-anthropic_media-image_frames-per_video-16_order-chronological_thinking-off_tokens-16000_prompt-direct_run1,ppio_pa_claude-sonnet-4-6,Claude-Sonnet-4.6,api_success_error_unparsed,670,670,0,337,50.3,50.3,51.2,58.7,50.4,40.0,64.3,40.5,47.2,58.5,64.3,53.6,51.6,55.7,48.1,51.4,50.0,30.4,32.2,41.5,66.7,results/results_api_0608/main_ppio_pa_claude-sonnet-4-6_api-mify_claude_provider-anthropic_media-image_frames-per_video-16_order-chronological_thinking-off_tokens-16000_prompt-direct_run1,{}
main,main_qwen3.5-27b_api-mify_qwen_provider-tongyi_media-video_thinking-on_prompt-direct_run1,qwen3.5-27b,Qwen3.5-27B-thinking,api_success_error_unparsed,670,670,0,377,56.3,56.3,55.9,67.8,55.3,47.0,60.7,57.1,51.4,63.1,64.3,82.1,56.5,58.2,44.4,59.5,55.6,47.8,45.8,43.9,60.0,results/results_api_0608/main_qwen3.5-27b_api-mify_qwen_provider-tongyi_media-video_thinking-on_prompt-direct_run1,{}
main,main_qwen3.5-35b-a3b_api-mify_qwen_provider-tongyi_media-video_thinking-on_prompt-direct_run1,qwen3.5-35b-a3b,Qwen3.5-35B-A3B-thinking,api_success_error_unparsed,670,670,0,326,48.7,48.7,47.1,59.5,46.2,45.2,39.3,45.2,54.2,55.4,57.1,71.4,45.2,59.5,33.3,54.1,25.0,39.1,40.7,46.3,60.0,results/results_api_0608/main_qwen3.5-35b-a3b_api-mify_qwen_provider-tongyi_media-video_thinking-on_prompt-direct_run1,{}
main,main_qwen3.5-122b-a10b_api-mify_qwen_provider-tongyi_media-video_thinking-on_prompt-direct_run1,qwen3.5-122b-a10b,Qwen3.5-122B-A10B-thinking,api_success_error_unparsed,670,670,0,359,53.6,53.6,50.0,67.8,48.5,55.7,51.8,50.0,48.6,60.0,64.3,89.3,51.6,51.9,37.0,54.1,44.4,39.1,57.6,43.9,80.0,results/results_api_0608/main_qwen3.5-122b-a10b_api-mify_qwen_provider-tongyi_media-video_thinking-on_prompt-direct_run1,{}
main,main_qwen3.5-397b-a17b_api-mify_qwen_provider-tongyi_media-video_thinking-on_prompt-direct_run1,qwen3.5-397b-a17b,Qwen3.5-397B-A17B-thinking,api_success_error_unparsed,670,670,0,360,53.7,53.7,50.0,68.6,51.5,48.7,48.2,57.1,47.2,66.2,60.7,82.1,62.9,51.9,37.0,54.1,44.4,43.5,52.5,31.7,80.0,results/results_api_0608/main_qwen3.5-397b-a17b_api-mify_qwen_provider-tongyi_media-video_thinking-on_prompt-direct_run1,{}
main,GeoThinker-VGGT-Scaled-Qwen25VL-7B,GeoThinker-VGGT-Scaled-Qwen25VL-7B,GeoThinker-Qwen2.5VL-7B,json,670,670,0,358,53.4,53.4,51.8,58.7,48.9,60.9,64.3,42.9,47.2,46.2,64.3,82.1,41.9,48.1,59.3,45.9,50.0,60.9,64.4,53.7,66.7,results/results_local_0608/GeoThinker-VGGT-Scaled-Qwen25VL-7B,{}
main,GeoThinker-VGGT-Scaled-Qwen3VL-8B,GeoThinker-VGGT-Scaled-Qwen3VL-8B,GeoThinker-Qwen3VL-8B,json,670,670,0,341,50.9,50.9,54.7,52.9,49.6,46.1,64.3,52.4,48.6,43.1,64.3,64.3,43.5,48.1,55.6,45.9,50.0,69.6,35.6,48.8,80.0,results/results_local_0608/GeoThinker-VGGT-Scaled-Qwen3VL-8B,{}
main,InternVL3_5-8B,InternVL3_5-8B,InternVL3.5-8B,jsonl,670,670,0,335,50.0,50.0,54.1,62.8,45.5,40.9,57.1,57.1,50.0,55.4,75.0,67.9,43.5,48.1,48.1,56.8,44.4,21.7,35.6,46.3,46.7,results/results_local_0608/InternVL3_5-8B,{}
main,InternVL3_5-14B,InternVL3_5-14B,InternVL3.5-14B,jsonl,670,670,0,336,50.1,50.1,48.2,57.9,50.8,43.5,46.4,52.4,47.2,50.8,64.3,67.9,41.9,46.8,51.9,59.5,58.3,60.9,39.0,51.2,40.0,results/results_local_0608/InternVL3_5-14B,{}
main,InternVL3_5-30B-A3B,InternVL3_5-30B-A3B,InternVL3.5-30B-A3B,jsonl,670,670,0,333,49.7,49.7,47.6,61.2,47.3,46.1,46.4,50.0,47.2,50.8,64.3,82.1,45.2,48.1,40.7,48.6,47.2,56.5,37.3,61.0,40.0,results/results_local_0608/InternVL3_5-30B-A3B,{}
main,InternVL3_5-38B,InternVL3_5-38B,InternVL3.5-38B,jsonl,670,670,0,349,52.1,52.1,42.9,60.3,50.4,60.9,41.1,38.1,47.2,49.2,64.3,82.1,38.7,54.4,44.4,64.9,50.0,52.2,64.4,51.2,73.3,results/results_local_0608/InternVL3_5-38B,{}
main,LLaVA-OneVision-1.5-4B-Instruct,LLaVA-OneVision-1.5-4B-Instruct,LLaVA-OneVision-1.5-4B,jsonl,670,670,0,327,48.8,48.8,48.2,61.2,47.3,40.0,62.5,28.6,48.6,49.2,64.3,85.7,45.2,48.1,55.6,48.6,50.0,34.8,35.6,46.3,40.0,results/results_local_0608/LLaVA-OneVision-1.5-4B-Instruct,{}
main,LLaVA-OneVision-1.5-8B-Instruct,LLaVA-OneVision-1.5-8B-Instruct,LLaVA-OneVision-1.5-8B,jsonl,670,670,0,334,49.9,49.9,53.5,57.9,48.1,40.0,64.3,40.5,52.8,49.2,64.3,71.4,41.9,53.2,37.0,62.2,50.0,34.8,35.6,46.3,40.0,results/results_local_0608/LLaVA-OneVision-1.5-8B-Instruct,{}
main,spacer-sft,spacer-sft,Spacer-SFT-7B,jsonl,670,670,0,343,51.2,51.2,45.9,64.5,50.8,46.1,39.3,59.5,43.1,61.5,64.3,71.4,45.2,54.4,59.3,56.8,47.2,39.1,35.6,58.5,53.3,results/results_local_0608/spacer-sft,{}
main,Spatial-MLLM-v1.1-Instruct-135K-16f,Spatial-MLLM-v1.1-Instruct-135K-16f,Spatial-MLLM-135K-4B,json,670,670,0,328,49.0,49.0,47.1,59.5,46.6,46.1,42.9,52.4,47.2,58.5,35.7,85.7,43.5,45.6,51.9,45.9,47.2,52.2,35.6,48.8,80.0,results/results_local_0608/Spatial-MLLM-v1.1-Instruct-135K-16f,{}
main,Spatial-MLLM-v1.1-Instruct-820K-16f,Spatial-MLLM-v1.1-Instruct-820K-16f,Spatial-MLLM-820K-4B,json,670,670,0,349,52.1,52.1,57.1,57.9,48.5,47.0,64.3,64.3,47.2,46.2,57.1,85.7,43.5,48.1,55.6,45.9,50.0,56.5,35.6,53.7,73.3,results/results_local_0608/Spatial-MLLM-v1.1-Instruct-820K-16f,{}
main,spatial-ssrl,spatial-ssrl,Spatial-SSRL-7B,jsonl,670,670,0,324,48.4,48.4,42.9,61.2,46.6,47.0,44.6,50.0,37.5,52.3,64.3,78.6,40.3,45.6,44.4,51.4,50.0,56.5,35.6,56.1,66.7,results/results_local_0608/spatial-ssrl,{}
main,spatialladder,spatialladder,SpatialLadder-3B,jsonl,670,670,0,321,47.9,47.9,51.8,48.8,46.6,44.3,42.9,61.9,52.8,43.1,64.3,46.4,41.9,48.1,48.1,51.4,50.0,39.1,35.6,58.5,40.0,results/results_local_0608/spatialladder,{}
main,vgllm-qa-vggt-4b,vgllm-qa-vggt-4b,VG-LLM-4B,jsonl,670,670,0,319,47.6,47.6,48.8,57.0,46.6,38.3,50.0,47.6,48.6,41.5,64.3,85.7,43.5,48.1,59.3,51.4,38.9,39.1,35.6,53.7,6.7,results/results_local_0608/vgllm-qa-vggt-4b,"{""duplicate_records_ignored"": 3}"
main,vgllm-qa-vggt-8b,vgllm-qa-vggt-8b,VG-LLM-8B,jsonl,670,670,0,324,48.4,48.4,47.6,53.7,49.2,41.7,35.7,54.8,52.8,36.9,60.7,85.7,46.8,48.1,59.3,56.8,50.0,34.8,35.6,46.3,53.3,results/results_local_0608/vgllm-qa-vggt-8b,"{""duplicate_records_ignored"": 3}"
main,vst-7b-rl,vst-7b-rl,VST-7B-RL,jsonl,670,670,0,330,49.3,49.3,51.8,52.1,48.5,44.3,64.3,52.4,41.7,49.2,64.3,46.4,43.5,46.8,63.0,40.5,50.0,60.9,39.0,53.7,40.0,results/results_local_0608/vst-7b-rl,{}
